@RELATION svm_clf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE class {pop,metal,disco,blues,reggae,classical,rock,hiphop,country,jazz}

@DATA
0.138724,0.032512,3.208292,0.216137,0.197767,1.410675,0.004302,0.246464,-22.333414,1.208289,-0.286870,0.131972,-0.178049,-0.198850,-0.133092,-0.168964,0.008910,0.080590,0.023026,0.057815,-0.011400,-0.041758,-0.174153,0.042479,-0.075224,0.025761,-0.066088,-0.025055,-0.003774,-0.011093,0.011488,0.016752,-0.011730,0.019706,0.003606,0.012565,0.003223,-0.008968,-0.003601,0.001337,-0.012688,-0.004978,0.011407,0.012852,0.010375,0.015543,0.010953,0.011876,0.009007,0.028994,0.004677,0.010462,0.015647,0.019408,0.008029,0.013497,0.041061,0.016066,0.085602,0.035685,0.020015,0.328100,0.001593,0.098616,0.592250,0.405284,0.333069,0.278047,0.295744,0.314760,0.219980,0.205849,0.216808,0.202751,0.197551,0.183332,0.191220,0.084118,0.089111,0.055946,0.077756,0.059168,0.052479,0.053250,0.053080,0.042385,0.038379,0.035045,0.033832,0.039201,0.033869,0.031660,0.029321,0.029882,0.026407,0.025178,0.023005,0.020512,0.023563,0.010255,0.009154,0.014126,0.009831,0.010019,0.008821,0.019510,0.005443,0.008891,0.012600,0.012469,0.008208,0.005602,rock
0.115733,0.020481,3.212433,0.209846,0.209478,1.080301,0.003624,0.206909,-23.615123,1.768391,-0.043997,0.025332,-0.194576,-0.199012,-0.079820,-0.141100,-0.023818,0.248429,0.043495,-0.044391,-0.079690,-0.123095,-0.080521,0.054877,-0.076076,0.016043,-0.035813,-0.024956,0.013066,-0.006315,0.009993,-0.001989,-0.028173,0.031918,0.012078,-0.008288,0.013848,0.015386,-0.003861,-0.008562,0.001463,0.001254,-0.013240,0.014422,0.006807,0.020201,0.016262,0.014343,0.009875,0.043018,0.002852,0.014673,0.015763,0.026302,0.009143,0.021512,0.030574,0.008673,0.090563,0.027833,0.017008,0.277670,0.002208,0.077782,0.543407,0.285874,0.276687,0.252295,0.291432,0.229179,0.223861,0.222274,0.229978,0.222677,0.191816,0.175354,0.165856,0.058485,0.059405,0.054001,0.058348,0.053534,0.045089,0.043013,0.040563,0.038170,0.041256,0.037203,0.035451,0.033728,0.029282,0.027220,0.026191,0.027545,0.026094,0.022866,0.021372,0.022429,0.021006,0.014265,0.005898,0.014956,0.011915,0.011432,0.007990,0.028175,0.002650,0.009911,0.010607,0.019055,0.008908,0.008059,rock
0.143597,0.034194,3.207185,0.214016,0.192629,1.429472,0.003701,0.252084,-22.506831,1.082629,0.244349,0.207925,-0.121144,-0.085490,-0.120633,-0.175415,-0.093179,0.004161,0.060583,0.040122,-0.016504,-0.021322,-0.065581,-0.029755,-0.112804,0.021048,-0.075021,-0.011606,-0.020479,-0.006354,0.018407,0.003404,-0.004280,0.014826,-0.015375,0.006795,-0.000917,0.003340,-0.004975,0.009947,-0.010466,-0.000278,-0.012746,0.018255,0.004157,0.033592,0.009807,0.013509,0.014249,0.032554,0.002669,0.005851,0.012950,0.024985,0.004824,0.018401,0.030639,0.015105,0.094240,0.023420,0.013393,0.284617,0.001666,0.062780,0.624540,0.339356,0.329828,0.263040,0.240226,0.231187,0.205139,0.190427,0.202322,0.202597,0.196009,0.204501,0.183999,0.084030,0.078669,0.061908,0.066692,0.054083,0.049554,0.044903,0.038710,0.040757,0.036634,0.037970,0.036405,0.034343,0.035310,0.035317,0.029159,0.029719,0.028744,0.030699,0.027655,0.026975,0.024377,0.017166,0.004292,0.021496,0.009471,0.009868,0.012294,0.027181,0.002807,0.005659,0.009353,0.015665,0.004643,0.007415,rock
0.158028,0.026718,3.222309,0.230443,0.198772,1.553901,0.003745,0.289746,-22.770241,1.051275,0.245944,0.098343,0.040051,0.093202,-0.077173,-0.006644,0.067766,0.035754,-0.040650,0.026769,-0.045164,-0.005405,-0.050167,-0.023140,-0.081418,-0.032891,-0.042403,-0.011620,-0.039034,-0.016522,-0.004276,0.018226,0.003090,0.013115,0.009141,0.019050,0.000463,0.007870,-0.018364,-0.001818,-0.017323,-0.004577,-0.003304,0.014708,0.008857,0.028203,0.010151,0.017024,0.007400,0.028633,0.005199,0.006764,0.010992,0.021595,0.005508,0.016327,0.036068,0.010859,0.084758,0.026370,0.016236,0.329124,0.001594,0.072403,0.506853,0.372300,0.345692,0.277845,0.249997,0.246102,0.220209,0.207633,0.203458,0.205286,0.218425,0.202027,0.189747,0.080681,0.085967,0.060529,0.067761,0.055437,0.052066,0.042151,0.043997,0.038735,0.036394,0.034611,0.037804,0.038902,0.031915,0.030688,0.031039,0.025476,0.025351,0.025466,0.023877,0.021955,0.021008,0.013650,0.009364,0.020114,0.010305,0.013906,0.008639,0.028379,0.005981,0.006412,0.008057,0.014275,0.005460,0.008112,rock
0.123258,0.027674,3.190049,0.208303,0.202910,1.207473,0.004283,0.215036,-22.855305,1.488951,0.218072,0.337002,0.114557,0.064078,0.017299,-0.062477,-0.098482,-0.022656,-0.014254,0.094787,0.058250,-0.118314,-0.044046,-0.031969,-0.043956,-0.005667,-0.055777,-0.002716,-0.020913,0.007589,0.008720,-0.002690,0.011075,0.019699,-0.008024,0.022641,-0.002613,-0.000303,-0.007948,-0.008860,-0.022862,0.024653,-0.015542,0.019949,0.002955,0.043525,0.010266,0.020691,0.016180,0.032666,0.001673,0.004944,0.010535,0.033352,0.003113,0.021863,0.039848,0.012269,0.101005,0.035364,0.019138,0.381175,0.002234,0.093291,0.576930,0.360525,0.355117,0.269197,0.293375,0.276684,0.242040,0.203533,0.219810,0.195396,0.191630,0.195093,0.184293,0.092455,0.087225,0.073826,0.077687,0.065470,0.054516,0.041764,0.042991,0.042294,0.033675,0.034835,0.038000,0.035229,0.030898,0.032612,0.028685,0.027236,0.024586,0.026971,0.025563,0.022276,0.021875,0.017456,0.002960,0.030818,0.008898,0.017470,0.015858,0.027022,0.001466,0.004709,0.008499,0.021113,0.002749,0.008808,rock
0.133532,0.106807,3.230108,0.238717,0.223007,1.300197,0.004523,0.249601,-21.459338,1.286563,0.390513,0.430412,0.054262,0.241509,0.132398,-0.008427,-0.045316,0.103699,-0.013041,0.022355,-0.096268,-0.121188,0.013060,-0.090698,-0.024617,0.004202,-0.030789,0.002549,-0.047145,0.039498,-0.003299,0.008920,-0.002324,0.021219,0.009335,0.014880,0.019287,0.013947,-0.006035,0.008265,-0.017047,-0.011961,-0.015756,0.012878,0.003515,0.043586,0.010680,0.016914,0.009265,0.049066,0.002444,0.006120,0.015842,0.040698,0.003266,0.030339,0.058049,0.030882,0.078219,0.046578,0.019126,0.482230,0.002498,0.133980,0.745383,0.437907,0.381220,0.325676,0.279861,0.250252,0.243874,0.241915,0.227796,0.227079,0.216583,0.220962,0.212484,0.129247,0.102099,0.079501,0.086794,0.069018,0.063640,0.061576,0.060166,0.054319,0.052307,0.048018,0.049403,0.044718,0.046998,0.047014,0.042438,0.045130,0.039556,0.036162,0.034392,0.031927,0.028372,0.014460,0.003570,0.028912,0.013558,0.017843,0.010477,0.036084,0.003809,0.006264,0.015596,0.037174,0.003688,0.011875,rock
0.102525,0.038967,3.163183,0.191565,0.193889,1.063412,0.006289,0.184353,-23.048895,1.330351,0.919759,0.898018,0.137105,0.180621,-0.178101,0.045706,-0.002366,-0.058321,-0.050952,-0.006788,-0.095864,-0.159165,0.051560,-0.199466,-0.059544,0.042411,-0.076302,0.040440,-0.050060,-0.012607,-0.024661,0.015503,-0.004785,0.005317,-0.004875,0.018177,0.004563,0.022695,-0.014767,-0.003961,-0.011317,-0.005718,0.007955,0.014398,0.001325,0.030605,0.027362,0.044681,0.008064,0.045305,0.000810,0.004372,0.015424,0.041042,0.002279,0.029078,0.033524,0.015825,0.123442,0.041576,0.029212,0.358569,0.004533,0.080282,0.826854,0.397690,0.284329,0.292043,0.243030,0.245052,0.220218,0.210285,0.188872,0.197633,0.180421,0.186884,0.178479,0.087976,0.058293,0.069225,0.055276,0.056296,0.045238,0.039460,0.044640,0.037530,0.035168,0.035406,0.033019,0.029239,0.027659,0.030498,0.027581,0.026037,0.023120,0.022466,0.023768,0.021588,0.022394,0.012227,0.001313,0.024913,0.022599,0.025701,0.010116,0.032134,0.000955,0.004216,0.013939,0.036694,0.002679,0.008935,rock
0.111885,0.046270,3.180799,0.220674,0.222626,0.987899,0.004929,0.186322,-22.500088,1.804561,0.540349,0.351097,0.118680,0.218562,0.206079,0.086862,0.031613,-0.116213,0.027612,0.110413,0.047738,-0.184669,0.066102,-0.045588,-0.029914,0.005090,-0.018603,0.013604,-0.044619,0.044125,-0.030747,0.022915,-0.005880,0.003842,-0.035372,0.023596,-0.009148,0.008969,0.008000,0.004064,-0.004405,0.007553,-0.003391,0.011704,0.002598,0.053156,0.011387,0.035893,0.014399,0.054001,0.001452,0.003812,0.015020,0.026761,0.001469,0.028846,0.043311,0.015119,0.084916,0.048381,0.026001,0.412108,0.002668,0.109657,0.607891,0.375356,0.319806,0.276618,0.222309,0.239064,0.229046,0.215979,0.213270,0.207009,0.206143,0.192874,0.192347,0.094839,0.082493,0.072242,0.059941,0.057261,0.052030,0.044576,0.040582,0.042280,0.039111,0.036147,0.036237,0.035611,0.033323,0.033345,0.031566,0.029530,0.029823,0.027385,0.025508,0.023524,0.022737,0.009541,0.002139,0.037423,0.013780,0.026035,0.012498,0.033074,0.001621,0.003885,0.014571,0.018276,0.001293,0.009988,rock
0.115168,0.035385,3.165622,0.260134,0.254934,0.886304,0.007592,0.207559,-23.911923,2.490037,0.509623,0.191684,0.125110,-0.032741,0.029081,0.054820,0.166016,0.029938,-0.091842,-0.040408,-0.008868,-0.265798,0.142070,0.024448,-0.018408,0.023344,-0.007078,0.010492,0.007723,0.015201,-0.006938,0.020147,-0.012436,-0.016825,-0.002088,0.003575,-0.009852,0.022077,0.000360,0.001422,0.005718,0.006935,-0.023184,0.013900,0.004810,0.039656,0.010653,0.014337,0.015065,0.041859,0.002214,0.004632,0.031550,0.057141,0.004180,0.029626,0.062420,0.015139,0.109600,0.069096,0.027366,0.550159,0.005022,0.182219,1.174958,0.737786,0.470831,0.373994,0.305695,0.308868,0.303269,0.275537,0.240681,0.205983,0.245196,0.254603,0.253987,0.134555,0.102642,0.084505,0.096447,0.072691,0.052831,0.045103,0.049038,0.049739,0.045487,0.037710,0.034353,0.044599,0.039720,0.033982,0.028168,0.032989,0.031093,0.029160,0.023665,0.023382,0.023043,0.015461,0.007333,0.029550,0.010008,0.012462,0.020014,0.028353,0.004367,0.005674,0.020179,0.039987,0.005627,0.010218,rock
0.133451,0.020302,3.160500,0.237902,0.227046,1.248588,0.005577,0.230027,-24.146654,1.366605,-0.132655,0.078489,0.033835,-0.141963,0.002579,-0.061611,-0.015715,0.024645,-0.068702,-0.069054,-0.112983,-0.066349,-0.112479,0.038886,-0.056357,0.009292,-0.060127,-0.013249,-0.012630,0.008380,-0.012973,-0.000705,-0.005203,-0.003415,0.006019,-0.003781,0.007754,0.002796,-0.003427,0.001462,-0.005181,0.006565,0.000908,0.019201,0.004070,0.022653,0.008144,0.018018,0.008811,0.031508,0.002070,0.004730,0.011916,0.024301,0.014720,0.019272,0.048520,0.016371,0.198927,0.057073,0.038310,0.438642,0.003423,0.115633,1.370814,0.583289,0.435353,0.352075,0.321671,0.297478,0.305947,0.260577,0.274199,0.273863,0.247196,0.232529,0.195873,0.104547,0.109515,0.067446,0.070483,0.061102,0.058609,0.056894,0.044499,0.043301,0.038157,0.040846,0.034858,0.037832,0.033365,0.034241,0.026698,0.027387,0.025165,0.024876,0.023226,0.024447,0.024729,0.025093,0.004976,0.021602,0.008203,0.017980,0.010473,0.031997,0.002978,0.005014,0.011014,0.024588,0.016505,0.009659,rock
0.116560,0.079635,3.208457,0.210949,0.215371,1.166893,0.004991,0.195818,-21.723891,1.371347,0.486017,0.366883,0.066792,0.311409,0.104320,0.050575,-0.165497,0.018919,0.002233,0.043286,-0.053597,-0.137685,-0.024414,-0.111403,-0.070376,-0.009354,-0.012682,0.025646,-0.051148,0.034951,-0.014347,-0.028353,-0.001864,0.005538,-0.017572,0.009795,0.007079,0.006160,-0.005060,0.014979,-0.004639,-0.005600,-0.003332,0.021826,0.004288,0.048934,0.011193,0.023555,0.015921,0.045902,0.004765,0.006109,0.009956,0.025445,0.001949,0.026892,0.037923,0.035064,0.083376,0.036057,0.021868,0.398062,0.002723,0.076907,0.705376,0.379760,0.378870,0.290241,0.260958,0.263000,0.245022,0.235049,0.238834,0.229617,0.241625,0.259590,0.237742,0.114273,0.096320,0.092932,0.091248,0.073591,0.060336,0.051050,0.053471,0.057914,0.049532,0.050436,0.044583,0.048778,0.043500,0.047938,0.040503,0.038724,0.038436,0.033153,0.033009,0.031483,0.029693,0.020351,0.004836,0.041878,0.012214,0.019865,0.016876,0.045942,0.006516,0.008754,0.008454,0.019475,0.001929,0.012865,rock
0.075014,0.036312,3.194294,0.158188,0.186924,0.703196,0.005698,0.120971,-22.989493,2.060397,0.058415,0.254848,-0.142107,0.116460,-0.195721,0.194701,0.006333,-0.008560,-0.068577,-0.043197,-0.013181,-0.283121,-0.091959,-0.034953,-0.084346,0.017768,-0.005252,0.034988,0.004049,-0.004090,-0.041669,0.016664,-0.007315,-0.002845,-0.005737,0.005452,-0.009431,0.007707,0.007590,-0.015370,0.013467,-0.008376,0.004971,0.022704,0.013206,0.023017,0.011242,0.021776,0.027039,0.063416,0.001334,0.005720,0.015222,0.015493,0.007125,0.028468,0.022691,0.014022,0.111396,0.035215,0.029859,0.254527,0.003307,0.049700,0.831551,0.359982,0.259809,0.303816,0.230922,0.226038,0.244194,0.228742,0.213858,0.215555,0.192075,0.209194,0.194145,0.081953,0.070008,0.064186,0.053800,0.046631,0.045930,0.044053,0.045459,0.043477,0.041962,0.035688,0.037523,0.030617,0.036161,0.034010,0.029830,0.026004,0.026524,0.020895,0.023268,0.026241,0.020057,0.016599,0.010387,0.015778,0.009437,0.015056,0.017109,0.030766,0.001600,0.005950,0.012314,0.010587,0.006262,0.009302,rock
0.135099,0.064971,3.208259,0.247522,0.239196,1.263414,0.003899,0.234951,-21.987960,1.330318,0.603410,0.524306,0.231171,0.388746,0.165810,0.192677,0.122842,-0.018965,-0.097555,-0.031252,-0.007648,-0.126636,0.030473,-0.120209,-0.009517,-0.021879,-0.016249,0.023281,-0.061941,0.032765,-0.042019,0.032475,-0.000539,-0.000675,0.008845,0.016629,-0.018874,0.016663,-0.009492,0.020518,-0.014520,0.007903,-0.019800,0.014684,0.003586,0.059693,0.007941,0.019803,0.006173,0.030647,0.002287,0.003388,0.017242,0.048804,0.002546,0.026529,0.037599,0.015152,0.066505,0.040680,0.022939,0.302206,0.001752,0.093665,0.483398,0.350962,0.350003,0.290357,0.243240,0.233837,0.220133,0.205100,0.218590,0.221850,0.198655,0.233191,0.216078,0.075847,0.100562,0.070699,0.079849,0.053496,0.055804,0.049885,0.041885,0.042426,0.043661,0.036540,0.040078,0.036712,0.042623,0.040165,0.037954,0.034723,0.032978,0.028977,0.030209,0.029576,0.028483,0.011558,0.003493,0.036910,0.007444,0.015543,0.006587,0.024112,0.002508,0.003582,0.012733,0.031212,0.002589,0.008514,rock
0.057051,0.026842,3.100326,0.173015,0.223314,0.431961,0.007256,0.066503,-24.150618,2.178006,0.381964,0.490793,0.401276,0.153301,0.222807,0.046359,-0.102055,0.008821,-0.020130,0.137790,0.104998,-0.308727,0.067068,-0.099271,0.040426,-0.051079,-0.012675,-0.005090,0.006313,0.016313,0.017448,-0.017213,0.006594,0.000728,-0.025666,0.022623,-0.012496,0.002745,0.006996,0.003915,0.007489,-0.009315,-0.003555,0.006669,0.001385,0.090514,0.011734,0.034654,0.008950,0.108562,0.001193,0.002860,0.012137,0.051252,0.000922,0.050208,0.026445,0.008679,0.117145,0.050293,0.042360,0.235378,0.004948,0.041116,0.986130,0.409774,0.280049,0.285966,0.246217,0.238363,0.217851,0.209821,0.209554,0.203123,0.195605,0.223079,0.205544,0.068647,0.060354,0.051211,0.053260,0.047045,0.043615,0.036776,0.036283,0.035597,0.034790,0.034864,0.028613,0.031274,0.030819,0.025456,0.026483,0.027167,0.026508,0.021090,0.022281,0.019204,0.020184,0.007682,0.001676,0.042885,0.011011,0.022483,0.009294,0.086940,0.001723,0.002735,0.009460,0.034948,0.001129,0.015463,rock
0.149371,0.075756,3.244612,0.256490,0.238899,1.467051,0.003428,0.282175,-21.449080,1.054605,0.331995,0.413570,0.205386,0.391247,-0.028313,0.048613,0.009112,0.182203,0.032656,0.117874,-0.124569,-0.103813,-0.034279,-0.130274,-0.007823,-0.043406,0.021471,0.044299,-0.020545,0.010598,0.002436,0.006164,-0.031157,0.005321,-0.005668,0.005889,0.016490,0.015519,-0.010559,0.018041,-0.008850,0.001927,-0.004620,0.016613,0.003479,0.044453,0.007637,0.015551,0.008278,0.049618,0.003358,0.005849,0.009127,0.035363,0.003898,0.024405,0.045313,0.024836,0.057870,0.046786,0.025612,0.325673,0.001450,0.111855,0.649528,0.305604,0.325368,0.258019,0.253182,0.234641,0.237712,0.222228,0.218827,0.220682,0.219658,0.207667,0.206753,0.079612,0.095817,0.079231,0.083327,0.055966,0.062244,0.053017,0.049844,0.043421,0.044175,0.045719,0.040251,0.042458,0.044788,0.039729,0.037182,0.033197,0.033935,0.029893,0.029130,0.028745,0.027549,0.016263,0.003363,0.032299,0.006288,0.011541,0.009021,0.028547,0.003570,0.006214,0.007306,0.024031,0.004249,0.009780,rock
0.146515,0.019389,3.189339,0.238099,0.221658,1.455070,0.004141,0.269422,-23.317322,1.160006,0.452495,0.342426,0.301211,0.173327,0.122908,0.027996,-0.104512,0.079923,-0.077774,0.009386,-0.070024,-0.058729,-0.032456,-0.070399,-0.055251,-0.031670,-0.061059,0.030643,-0.036458,0.046153,-0.006600,0.000433,-0.011438,0.012440,-0.004927,0.014314,-0.001436,0.018147,-0.009751,0.008427,-0.011793,0.000779,-0.015114,0.023047,0.003173,0.030456,0.010342,0.022890,0.008238,0.026431,0.006083,0.006073,0.010424,0.034479,0.003269,0.018593,0.048038,0.011589,0.120263,0.048326,0.029748,0.411578,0.001654,0.106469,1.054895,0.444748,0.363209,0.306474,0.272769,0.264628,0.239429,0.234495,0.217452,0.206002,0.215737,0.214931,0.197987,0.095160,0.084962,0.063307,0.066876,0.059466,0.047110,0.039873,0.041725,0.037111,0.038539,0.033524,0.032809,0.032126,0.033420,0.028928,0.029429,0.023932,0.024757,0.026752,0.021608,0.022269,0.020595,0.019317,0.003338,0.020061,0.009248,0.017393,0.007345,0.024123,0.008114,0.006463,0.009331,0.020126,0.003807,0.007602,rock
0.140825,0.074755,3.212985,0.251373,0.238813,1.349647,0.004673,0.232580,-22.137059,0.735628,0.102864,0.547237,0.214797,0.074528,0.077028,0.169838,0.158203,0.020534,-0.052076,-0.011505,-0.076394,-0.027396,-0.063098,-0.128643,0.047921,-0.038000,-0.025713,0.002100,0.003460,0.013342,-0.008811,0.036813,-0.007921,-0.016637,-0.003060,-0.000622,-0.008644,0.009835,-0.017518,-0.005065,0.013793,0.003757,-0.011047,0.007769,0.005636,0.043347,0.006996,0.022730,0.004593,0.060853,0.002343,0.003380,0.012924,0.028652,0.005103,0.028574,0.042349,0.032575,0.088840,0.037432,0.020957,0.397987,0.002665,0.089277,0.730082,0.525622,0.389294,0.318130,0.346121,0.265314,0.257755,0.234404,0.215551,0.284843,0.238526,0.220126,0.207673,0.131457,0.107438,0.085583,0.076187,0.071499,0.052623,0.052170,0.048363,0.044111,0.046843,0.044096,0.048504,0.042603,0.037673,0.036595,0.035780,0.031840,0.033927,0.030897,0.027589,0.026667,0.027199,0.007869,0.008204,0.037789,0.007616,0.021939,0.004621,0.051073,0.003430,0.003941,0.011496,0.030252,0.005806,0.014145,rock
0.122947,0.028362,3.209683,0.227834,0.244494,1.257447,0.003527,0.194177,-22.767391,1.232006,0.311136,0.656400,-0.086105,0.278127,-0.147350,0.137080,-0.081587,0.066057,-0.160484,0.056676,0.106945,-0.131333,-0.098237,-0.141843,-0.043711,0.049136,-0.017822,0.055487,-0.023387,0.004160,-0.022189,0.002014,-0.015303,0.000155,0.014980,0.015747,-0.017655,-0.010732,0.007150,0.010700,-0.023190,-0.007185,-0.004223,0.027046,0.004720,0.048402,0.008154,0.017962,0.009179,0.034118,0.005038,0.005133,0.018953,0.019471,0.003005,0.022146,0.031008,0.012089,0.104131,0.033863,0.022560,0.301325,0.001712,0.053499,0.741814,0.381698,0.284918,0.266097,0.209971,0.237535,0.179358,0.168981,0.175427,0.174579,0.183695,0.177021,0.166208,0.082950,0.062340,0.075432,0.047032,0.042174,0.040137,0.038250,0.036670,0.033699,0.028600,0.030446,0.030974,0.030243,0.027200,0.028193,0.025658,0.023785,0.024622,0.025481,0.021553,0.017970,0.020018,0.022923,0.004050,0.028497,0.007332,0.011666,0.006278,0.034164,0.004788,0.004093,0.013784,0.014739,0.003040,0.009272,rock
0.144920,0.025054,3.155158,0.268018,0.250409,1.355915,0.004387,0.263554,-23.889459,1.370817,0.732985,0.416598,0.318566,0.305298,0.040216,-0.024028,0.071817,0.097368,-0.013878,-0.058772,-0.110210,-0.062833,0.059293,-0.089823,-0.018873,0.003085,-0.045465,0.043076,-0.059435,0.029959,-0.021811,0.016211,-0.033107,0.005496,-0.003447,-0.012729,0.001983,0.001244,-0.008087,0.001018,0.009829,0.012794,0.011854,0.013153,0.002034,0.032688,0.007760,0.021607,0.005356,0.050615,0.002536,0.004286,0.020847,0.027399,0.003546,0.022796,0.053882,0.016105,0.162543,0.052946,0.029655,0.449907,0.002112,0.135047,1.354338,0.495880,0.415805,0.405781,0.294644,0.291468,0.253471,0.238437,0.224637,0.225366,0.232077,0.209640,0.184265,0.098016,0.098675,0.067580,0.072619,0.060918,0.052201,0.046844,0.049120,0.041670,0.038772,0.037290,0.035086,0.033562,0.032444,0.031356,0.026506,0.025648,0.026242,0.024919,0.029306,0.024677,0.026149,0.013025,0.002728,0.025946,0.009192,0.019754,0.006756,0.034596,0.003728,0.004819,0.016809,0.018611,0.004509,0.009443,rock
0.148544,0.027943,3.208808,0.249577,0.241459,1.474505,0.003915,0.247843,-22.974138,0.893595,0.255207,0.658796,-0.009733,0.200183,0.062216,0.108713,0.004226,-0.140181,-0.160846,0.018426,-0.164997,-0.041076,-0.085066,-0.129536,-0.008261,0.021096,-0.021641,0.008409,-0.032456,0.008509,-0.011529,0.000973,0.011069,-0.032085,-0.015266,0.014662,0.002619,0.008972,-0.008757,-0.003974,0.021956,-0.016737,-0.020894,0.013901,0.003582,0.029945,0.013195,0.025327,0.006615,0.048070,0.003269,0.005374,0.011140,0.019076,0.002540,0.020154,0.046711,0.015488,0.116804,0.044996,0.024872,0.352736,0.002016,0.100701,1.030417,0.406440,0.383590,0.327536,0.273601,0.247327,0.244129,0.251774,0.244288,0.217572,0.210331,0.224193,0.207180,0.084475,0.088938,0.075607,0.071957,0.056391,0.055838,0.045069,0.044609,0.037372,0.040976,0.039217,0.037189,0.037466,0.035868,0.034011,0.029611,0.028373,0.028090,0.023046,0.024309,0.022722,0.020398,0.012772,0.004384,0.021248,0.011374,0.020809,0.007244,0.039293,0.003530,0.005609,0.010112,0.012967,0.002595,0.009479,rock
